"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"2.6.4 Afval";"2013 augustus";"Amsterdam";2
"2.6.4 Afval";"2013 september";"Amsterdam";4
"2.6.4 Afval";"2013 oktober";"Amsterdam";2
"2.6.4 Afval";"2013 november";"Amsterdam";7
"2.6.4 Afval";"2013 december";"Amsterdam";2
"2.6.4 Afval";"2014 januari";"Amsterdam";3
"2.6.4 Afval";"2014  februari";"Amsterdam";1
"2.6.4 Afval";"2014 maart";"Amsterdam";0
"2.6.4 Afval";"2014 april";"Amsterdam";3
"2.6.4 Afval";"2014 mei";"Amsterdam";0
"2.6.4 Afval";"2014 juni";"Amsterdam";1
"2.6.4 Afval";"2014 juli";"Amsterdam";3
"2.6.4 Afval";"2014 augustus";"Amsterdam";1
"2.6.4 Afval";"2014 september ";"Amsterdam";1
"2.6.4 Afval";"2014 oktober";"Amsterdam";1
"2.6.4 Afval";"2014 november";"Amsterdam";4
"2.6.4 Afval";"2014 december";"Amsterdam";2
"2.6.4 Afval";"2015 januari";"Amsterdam";0
"2.6.4 Afval";"2015  februari";"Amsterdam";0
"2.6.4 Afval";"2015 maart";"Amsterdam";0
"2.6.4 Afval";"2015 april";"Amsterdam";0
"2.6.4 Afval";"2015 mei";"Amsterdam";0
"2.6.4 Afval";"2015 juni";"Amsterdam";3
"2.6.4 Afval";"2015 juli";"Amsterdam";0
"2.6.4 Afval";"2015 augustus";"Amsterdam";1
"2.6.4 Afval";"2015 september";"Amsterdam";3
"2.6.4 Afval";"2015 oktober";"Amsterdam";2
"2.6.4 Afval";"2015 november";"Amsterdam";2
"2.6.4 Afval";"2015 december";"Amsterdam";0
"2.6.4 Afval";"2016 januari";"Amsterdam";0
"2.6.4 Afval";"2016  februari";"Amsterdam";0
"2.6.4 Afval";"2016 maart";"Amsterdam";1
"2.6.4 Afval";"2016 april";"Amsterdam";0
"2.6.4 Afval";"2016 mei";"Amsterdam";0
"2.6.4 Afval";"2016 juni";"Amsterdam";0
"2.6.4 Afval";"2016 juli";"Amsterdam";0
"2.6.4 Afval";"2016 augustus";"Amsterdam";3
"2.6.4 Afval";"2016 september";"Amsterdam";1
"2.6.4 Afval";"2016 oktober";"Amsterdam";0
"2.6.4 Afval";"2016 november";"Amsterdam";0
"2.6.4 Afval";"2016 december";"Amsterdam";0
"2.6.4 Afval";"2017 januari";"Amsterdam";0
"2.6.4 Afval";"2017 februari";"Amsterdam";2
"2.6.4 Afval";"2017 maart";"Amsterdam";1
"2.6.4 Afval";"2017 april";"Amsterdam";1
"2.6.4 Afval";"2017 mei";"Amsterdam";2
"2.6.4 Afval";"2017 juni";"Amsterdam";0
"2.6.4 Afval";"2017 juli";"Amsterdam";1
"2.6.4 Afval";"2017 augustus";"Amsterdam";0
"2.6.4 Afval";"2017 september";"Amsterdam";0
"2.6.4 Afval";"2017 oktober";"Amsterdam";0
"2.6.4 Afval";"2017 november";"Amsterdam";0
"2.6.4 Afval";"2017 december";"Amsterdam";0
"2.6.4 Afval";"2018 januari ";"Amsterdam";1
"2.6.4 Afval";"2018 februari";"Amsterdam";2
"2.6.4 Afval";"2018 maart";"Amsterdam";0
"2.6.4 Afval";"2018 april";"Amsterdam";2
"2.6.4 Afval";"2018 mei";"Amsterdam";2
"2.6.4 Afval";"2018 juni";"Amsterdam";4
"2.6.4 Afval";"2018 juli";"Amsterdam";0
"2.6.4 Afval";"2018 augustus";"Amsterdam";0
"2.6.4 Afval";"2018 september";"Amsterdam";2
"2.6.4 Afval";"2018 oktober";"Amsterdam";2
"2.6.4 Afval";"2018 november";"Amsterdam";0
"2.6.4 Afval";"2018 december";"Amsterdam";0
"2.6.4 Afval";"2019 januari";"Amsterdam";2
"2.6.4 Afval";"2019 februari";"Amsterdam";3
"2.6.4 Afval";"2019 maart";"Amsterdam";1
"2.6.4 Afval";"2019 april";"Amsterdam";0
"2.6.4 Afval";"2019 mei";"Amsterdam";1
"2.6.4 Afval";"2019 juni";"Amsterdam";3
"2.6.4 Afval";"2019 juli";"Amsterdam";1
"2.6.4 Afval";"2019 augustus";"Amsterdam";3
"2.6.4 Afval";"2019 september";"Amsterdam";0
"2.6.4 Afval";"2019 oktober";"Amsterdam";1
"2.6.4 Afval";"2019 november";"Amsterdam";2
"2.6.4 Afval";"2019 december";"Amsterdam";0
"2.6.4 Afval";"2020 januari";"Amsterdam";0
"2.6.4 Afval";"2020 februari";"Amsterdam";1
"2.6.4 Afval";"2020 maart";"Amsterdam";0
"2.6.4 Afval";"2020 april";"Amsterdam";0
"2.6.4 Afval";"2020 mei";"Amsterdam";0
"2.6.4 Afval";"2020 juni";"Amsterdam";3
"2.6.4 Afval";"2020 juli";"Amsterdam";3
"2.6.4 Afval";"2020 augustus";"Amsterdam";1
